-BEGIN HEADER-,,,,,,,,,,
2020,3,22,13,30.3,11.35,0,805.77,859.85,100.02,1.83
2020,3,22,14,30.13,11.29,0,673.8,723.17,99.95,2.26
2020,3,22,15,29.63,11.29,0,515.76,526.58,99.93,2.19
2020,3,22,16,28.76,11.41,0,296.12,301.15,99.93,2.13
2020,3,22,17,26.89,13.18,0,100.44,98.67,99.96,2.92
2020,3,22,18,23.62,13.92,0,6.66,3.12,100.01,4.35
2020,3,22,19,22.4,13.43,0,0,0,100.08,5.21
2020,3,22,20,21.58,13.31,0,0,0,100.16,5.35
2020,3,22,21,20.88,13.31,0,0,0,100.2,4.92
2020,3,22,22,20.3,13.31,0,0,0,100.21,4.45
2020,3,22,23,19.8,13.24,0,0,0,100.18,4.13
2020,3,23,0,19.34,13.24,0,0,0,100.16,3.67
2020,3,23,1,19.01,13.37,0,0,0,100.12,3.11
2020,3,23,2,18.73,13.37,0,0,0,100.08,2.83
2020,3,23,3,18.31,13.31,0,0,0,100.05,3.09
2020,3,23,4,17.95,13.18,0,0,0,100.05,3.41
2020,3,23,5,17.73,13,0,0,0,100.08,3.58
2020,3,23,6,18.41,12.94,0,24.2,22.75,100.14,3.63
2020,3,23,7,21.65,13.18,0,178.14,178,100.2,3.07
2020,3,23,8,24.98,12.45,0,386.41,392.42,100.26,1.62
2020,3,23,9,28.07,10.99,0.01,592.95,591.98,100.26,1.07
2020,3,23,10,29.69,10.74,0,756.38,766.23,100.24,1.59
2020,3,23,11,30.71,10.68,0.01,834.44,863.98,100.18,2.12
2020,3,23,12,31.36,10.56,0.02,862.62,919.02,100.08,2.52
2020,3,23,13,31.58,10.38,0.02,798.8,857.58,99.98,2.53
2020,3,23,14,31.48,10.19,0.02,644.35,723.7,99.89,2.23
2020,3,23,15,31.03,10.13,0.01,477.12,532.77,99.81,1.7
2020,3,23,16,30.66,10.25,0,283.77,308.3,99.78,1.19
2020,3,23,17,29.34,11.96,0,91.52,101.15,99.79,0.99
2020,3,23,18,26.58,12.51,0,6.5,3.3,99.84,2.18
2020,3,23,19,24.15,12.82,0,0,0,99.92,3.89
2020,3,23,20,22.58,12.82,0,0,0,100,4.8
2020,3,23,21,21.68,12.76,0,0,0,100.06,5
2020,3,23,22,21.05,12.51,0,0,0,100.06,5.13
2020,3,23,23,20.44,12.08,0.01,0,0,100.04,5.55
2020,3,24,0,19.69,11.54,0.01,0,0,99.98,6.08
2020,3,24,1,19.04,11.11,0.01,0,0,99.92,6.6
2020,3,24,2,18.55,10.93,0,0,0,99.86,7.08
2020,3,24,3,18.16,10.8,0,0,0,99.83,7.26
2020,3,24,4,17.81,10.8,0,0,0,99.84,7.2
2020,3,24,5,17.48,10.8,0.01,0,0,99.9,6.84
2020,3,24,6,18.09,11.05,0.02,29.34,25.95,99.99,6.49
2020,3,24,7,20.38,11.23,0.01,167.06,188.52,100.09,4.87
2020,3,24,8,23.24,11.78,0,370.72,411.12,100.17,3.35
2020,3,24,9,27.56,10.8,0,613.87,620.85,100.18,2.58
2020,3,24,10,29.85,10.56,0,776.35,780.4,100.15,2.05
2020,3,24,11,30.94,10.74,0,866.12,875.3,100.07,1.94
2020,3,24,12,31.5,10.8,0,862.48,881.4,99.95,2.05
2020,3,24,13,31.73,10.8,0,810.91,822.8,99.81,1.86
2020,3,24,14,31.61,10.74,0,671.88,691.9,99.71,1.67
2020,3,24,15,31.19,10.68,0,508.06,505.77,99.64,1.64
2020,3,24,16,30.36,10.93,0,305.76,301.02,99.62,1.98
2020,3,24,17,28.69,12.63,0,100.18,95.83,99.63,2.17
2020,3,24,18,26.48,12.39,0,6.63,3.35,99.68,2.34
2020,3,24,19,25.58,11.84,0,0,0,99.77,2.45
2020,3,24,20,25.01,11.66,0,0,0,99.86,2.33
2020,3,24,21,24.39,11.54,0,0,0,99.89,2.07
2020,3,24,22,23.7,11.54,0,0,0,99.89,1.75
2020,3,24,23,23.26,11.9,0,0,0,99.87,1.5
2020,3,25,0,22.77,12.15,0,0,0,99.83,1.59
2020,3,25,1,22.09,12.33,0,0,0,99.79,1.7
2020,3,25,2,21.5,12.45,0,0,0,99.74,1.93
2020,3,25,3,20.99,12.27,0,0,0,99.72,2.13
2020,3,25,4,20.57,11.9,0,0,0,99.72,2.12
2020,3,25,5,20.4,11.6,0,0,0,99.77,2.03
2020,3,25,6,20.7,12.02,0,29.05,26.35,99.84,1.92
2020,3,25,7,23.12,12.15,0,157.67,184.4,99.93,1.53
2020,3,25,8,26.4,11.35,0,318.52,403.48,100,0.52
2020,3,25,9,29.99,10.74,0,504.01,611.48,100.03,1.41
2020,3,25,10,31.45,10.93,0,740.43,773.9,100.03,2.04
2020,3,25,11,32.45,11.11,0,816.05,872.15,99.95,2.27
2020,3,25,12,33.15,11.17,0,780.59,877.8,99.84,2.34
2020,3,25,13,33.53,11.23,0,800.53,819.58,99.73,2.5
2020,3,25,14,33.58,11.23,0,681.35,690.98,99.62,2.62
2020,3,25,15,33.31,11.23,0,518.04,513.5,99.56,2.67
2020,3,25,16,32.51,11.78,0,307.42,302.95,99.52,2.55
2020,3,25,17,30.81,13.55,0,109.72,105.25,99.52,2.36
2020,3,25,18,28.61,13.61,0,6.61,3.45,99.58,1.94
2020,3,25,19,27.65,12.88,0,0,0,99.68,1.65
2020,3,25,20,26.78,12.51,0,0,0,99.77,1.3
2020,3,25,21,25.73,12.57,0,0,0,99.83,0.83
2020,3,25,22,25.08,12.51,0,0,0,99.85,0.65
2020,3,25,23,24.47,12.39,0,0,0,99.84,0.81
2020,3,26,0,23.87,12.15,0,0,0,99.82,1.22
2020,3,26,1,22.69,12.02,0,0,0,99.77,1.88
2020,3,26,2,21.37,11.9,0,0,0,99.71,2.72
2020,3,26,3,19.87,11.84,0,0,0,99.69,3.88
2020,3,26,4,18.98,11.6,0,0,0,99.7,4.94
2020,3,26,5,18.45,11.35,0,0,0,99.76,5.61
2020,3,26,6,18.99,11.41,0,25.66,27.35,99.84,5.92
2020,3,26,7,22.05,11.23,0,173.76,185.42,99.94,4.85
2020,3,26,8,24.8,11.84,0,404.38,403.5,100.02,3.39
2020,3,26,9,29.3,10.8,0,608.01,609.02,100.06,4.16
2020,3,26,10,31.98,9.7,0,768.04,771.42,100.06,4.6
2020,3,26,11,33.01,9.83,0,857.09,867.4,100.02,3.95
2020,3,26,12,33.7,9.89,0,906.96,921.2,99.93,3.12
2020,3,26,13,34.05,9.95,0,858.64,861.77,99.82,2.53
2020,3,26,14,34.06,9.95,0,731.45,734.38,99.76,2.32
2020,3,26,15,33.76,9.95,0,553.85,547.45,99.73,2.34
2020,3,26,16,33.13,10.62,0,331.5,325.25,99.72,2.48
2020,3,26,17,31.16,13.24,0,123.5,118.6,99.74,2.53
2020,3,26,18,28.66,13,0,6.87,3.85,99.8,2.26
2020,3,26,19,27.76,12.27,0,0,0,99.88,2.15
2020,3,26,20,27.09,11.84,0,0,0,99.97,1.92
2020,3,26,21,27.01,11.17,0,0,0,100.02,1.08
2020,3,26,22,25.99,11.35,0,0,0,100.03,0.78
2020,3,26,23,23.97,12.02,0,0,0,100.01,2.98
2020,3,27,0,22.09,12.7,0,0,0,99.98,5.07
2020,3,27,1,21.19,12.88,0,0,0,99.95,6.05
2020,3,27,2,20.73,12.76,0,0,0,99.91,6.23
2020,3,27,3,20.42,12.39,0,0,0,99.9,6.13
2020,3,27,4,20.19,12.02,0,0,0,99.92,6.13
2020,3,27,5,19.98,11.66,0,0,0,99.95,6.3
2020,3,27,6,20.72,11.84,0,30.52,31.2,100.03,6.52
2020,3,27,7,24.08,11.6,0,218.59,212.02,100.11,5.59
2020,3,27,8,27.08,12.15,0,443.77,438.1,100.2,4.02
2020,3,27,9,31.5,10.99,0,649.41,648.45,100.23,3.45
2020,3,27,10,33.41,10.93,0,806.09,809.77,100.23,3.44
2020,3,27,11,34.5,11.11,0,892.95,904.62,100.18,3.46
2020,3,27,12,35.22,11.35,0,924.05,938.62,100.09,3.39
2020,3,27,13,35.55,11.54,0,877.47,881.1,99.98,3.19
2020,3,27,14,35.49,11.66,0,752.13,754.62,99.87,2.85
2020,3,27,15,35.04,11.72,0,571.7,565.48,99.8,2.62
2020,3,27,16,34.19,12.39,0,346.84,340.9,99.77,2.48
2020,3,27,17,32.66,13.85,0,125.28,121.15,99.77,2.16
2020,3,27,18,30.61,14.53,0,6.97,4.15,99.8,1.49
2020,3,27,19,29.98,13.55,0,0,0,99.88,1.1
2020,3,27,20,28.92,13.43,0,0,0,99.96,1.16
2020,3,27,21,27.68,13.49,0,0,0,100,1.63
2020,3,27,22,26.71,13.61,0,0,0,100.01,2.02
2020,3,27,23,25.85,13.79,0,0,0,99.99,2.23
2020,3,28,0,24.87,14.16,0,0,0,99.95,2.42
2020,3,28,1,24.07,14.22,0,0,0,99.9,2.71
2020,3,28,2,23.2,14.1,0,0,0,99.85,3.32
2020,3,28,3,22.44,13.79,0,0,0,99.82,4.24
2020,3,28,4,21.91,13.37,0,0,0,99.82,5.12
2020,3,28,5,21.51,13.12,0,0,0,99.86,5.85
2020,3,28,6,22.07,13.18,0,38.02,34.52,99.93,6.4
2020,3,28,7,24.62,13,0,222.21,216.35,100.02,5.52
2020,3,28,8,27.56,12.82,0,447.03,441.3,100.1,5.07
2020,3,28,9,30.71,12.08,0,648.95,647.62,100.12,4.61
2020,3,28,10,32.76,12.15,0,802.98,805.8,100.12,3.62
2020,3,28,11,34.03,12.51,0,884.05,898.27,100.06,3.26
2020,3,28,12,34.89,12.82,0,873.96,888.4,99.95,3.29
2020,3,28,13,35.44,12.94,0,826.88,829.25,99.82,3.35
2020,3,28,14,35.56,13,0,696.04,699.6,99.7,3.3
2020,3,28,15,35.3,13.06,0,523.57,517.8,99.62,3.38
2020,3,28,16,34.47,13.73,0,307.91,300.95,99.58,3.65
2020,3,28,17,32.43,16.24,0,111.89,106.83,99.57,3.77
2020,3,28,18,29.58,17.4,0,6.47,3.77,99.6,3.56
2020,3,28,19,28.87,16.66,0,0,0,99.67,3.55
2020,3,28,20,28.14,16.36,0,0,0,99.75,3.78
2020,3,28,21,27.28,16.24,0,0,0,99.8,3.82
2020,3,28,22,26.3,16.24,0,0,0,99.81,3.75
2020,3,28,23,25.29,16.11,0,0,0,99.78,3.92
2020,3,29,0,24.44,15.87,0,0,0,99.74,4.22
2020,3,29,1,23.71,15.5,0,0,0,99.68,4.72
2020,3,29,2,23.06,14.95,0,0,0,99.63,5.44
2020,3,29,3,22.51,14.34,0,0,0,99.61,6.63
2020,3,29,4,22.06,13.67,0,0,0,99.64,7.6
2020,3,29,5,21.44,13.12,0,0,0,99.71,7.78
2020,3,29,6,21.33,12.76,0,25.98,34.8,99.8,7.35
2020,3,29,7,23.25,12.7,0,228.38,221.05,99.91,5.56
2020,3,29,8,26.81,12.94,0,460.55,452.4,100,4.62
2020,3,29,9,31.37,11.17,0,666.91,664,100.05,6.04
2020,3,29,10,33.15,10.93,0,823.79,827.25,100.03,5.61
2020,3,29,11,34.4,10.86,0,905.2,920.12,99.98,5.27
2020,3,29,12,35.3,10.62,0,929.67,943.15,99.87,4.94
2020,3,29,13,35.81,10.44,0,887.21,889.38,99.75,4.57
2020,3,29,14,35.94,10.31,0,756.32,758.48,99.64,4.17
2020,3,29,15,35.63,10.25,0,577.35,571.77,99.58,3.82
2020,3,29,16,34.9,10.93,0,353.64,346,99.55,3.82
2020,3,29,17,32.64,13.79,0,127.6,122.33,99.55,3.64
2020,3,29,18,29.51,14.71,0,7.04,4.5,99.59,3.37
2020,3,29,19,28.44,13.85,0,0,0,99.67,3.47
2020,3,29,20,27.47,13.18,0,0,0,99.77,3.47
2020,3,29,21,26.63,12.76,0,0,0,99.83,3.2
2020,3,29,22,25.95,12.39,0,0,0,99.86,2.76
2020,3,29,23,25.4,12.02,0,0,0,99.85,2.31
2020,3,30,0,24.71,11.84,0,0,0,99.83,2.21
2020,3,30,1,23.76,11.72,0,0,0,99.79,2.48
2020,3,30,2,22.89,11.6,0,0,0,99.76,2.74
2020,3,30,3,21.76,11.54,0,0,0,99.75,3.51
2020,3,30,4,20.66,11.41,0,0,0,99.77,4.7
2020,3,30,5,20.03,11.11,0,0,0,99.82,5.77
2020,3,30,6,20.71,11.11,0,31.47,41.05,99.89,6.43
2020,3,30,7,23.73,10.62,0,198.15,244.6,99.98,5.4
2020,3,30,8,26.98,11.17,0,393.11,478.92,100.05,3.94
2020,3,30,9,31.83,9.83,0,681.62,689.27,100.08,4.26
2020,3,30,10,33.73,10.38,0,845.03,849.5,100.06,3.71
2020,3,30,11,34.94,10.99,0,928.5,943.17,100,3.37
2020,3,30,12,35.77,11.35,0,943.36,957.05,99.9,3.23
2020,3,30,13,36.26,11.41,0,900.03,902.88,99.79,3.1
2020,3,30,14,36.37,11.41,0,767.1,770.65,99.68,2.81
2020,3,30,15,36.08,11.29,0,583.05,581,99.62,2.7
2020,3,30,16,35.3,11.72,0,356.26,352.1,99.6,2.66
2020,3,30,17,33.8,13.43,0,127.19,123.6,99.62,2.27
2020,3,30,18,32.02,13.85,0,7.14,4.6,99.67,1.29
2020,3,30,19,30.3,14.28,0,0,0,99.75,0.93
2020,3,30,20,28.23,14.83,0,0,0,99.85,1.01
2020,3,30,21,26.37,14.77,0,0,0,99.92,1.2
2020,3,30,22,25.04,14.53,0,0,0,99.94,1.31
2020,3,30,23,24.29,14.22,0,0,0,99.94,1.43
2020,3,31,0,23.62,13.92,0,0,0,99.92,1.76
2020,3,31,1,22.62,13.55,0,0,0,99.88,2.35
2020,3,31,2,21.6,13,0,0,0,99.85,2.93
2020,3,31,3,20.73,12.39,0,0,0,99.84,3.58
2020,3,31,4,19.92,11.66,0,0,0,99.86,4.26
2020,3,31,5,19.3,11.05,0,0,0,99.92,4.69
2020,3,31,6,19.92,10.8,0,29.95,37,100.01,5.01
2020,3,31,7,22.78,9.58,0,225.91,218.8,100.11,4.21
2020,3,31,8,25.87,9.77,0,449.09,441.92,100.18,2.81
2020,3,31,9,30.8,8.48,0,656.91,655.27,100.21,2.24
2020,3,31,10,33.13,8.61,0,811.93,819.33,100.19,2.74
2020,3,31,11,34.41,8.97,0,889.92,912.67,100.13,3.31
2020,3,31,12,35.28,9.16,0,927.66,967.7,100.03,3.68
2020,3,31,13,35.77,9.09,0,828.51,908.05,99.91,3.81
2020,3,31,14,35.85,9.03,0,683.63,777.75,99.8,3.85
2020,3,31,15,35.48,8.97,0,532.77,588.98,99.72,3.9
2020,3,31,16,34.58,9.4,0,330.45,360.6,99.69,3.97
2020,3,31,17,31.93,12.76,0,129.04,130.5,99.69,3.69
2020,3,31,18,28.79,13.12,0,7.46,4.88,99.71,3.35
2020,3,31,19,27.9,12.21,0,0,0,99.76,3.26
2020,3,31,20,27.05,11.84,0,0,0,99.84,3.44
2020,3,31,21,26.17,11.54,0,0,0,99.89,3.67
2020,3,31,22,25.35,11.41,0,0,0,99.89,3.71
2020,3,31,23,24.54,11.41,0,0,0,99.87,3.55
2020,4,1,0,23.81,11.66,0,0,0,99.82,3.33
2020,4,1,1,23.18,11.78,0,0,0,99.78,3.16
2020,4,1,2,22.41,11.6,0,0,0,99.75,3.21
2020,4,1,3,21.51,11.6,0,0,0,99.73,3.59
2020,4,1,4,20.76,11.6,0,0,0,99.75,4.12
2020,4,1,5,20.24,11.54,0,0,0,99.8,4.6
2020,4,1,6,21.08,12.08,0,41.27,42.27,99.85,4.97
2020,4,1,7,24.67,11.66,0,217.09,238.75,99.92,4.49
2020,4,1,8,28.19,11.66,0,465.27,468.52,99.97,3.61
2020,4,1,9,32.26,10.93,0,675.23,676.02,99.98,3.29
2020,4,1,10,34.54,10.86,0.03,826.08,832,99.95,3.15
2020,4,1,11,35.86,10.93,0.04,908.79,922.7,99.89,3.41
2020,4,1,12,36.67,10.99,0.03,879.98,907.75,99.79,3.76
2020,4,1,13,37.15,10.93,0.04,828.06,842.67,99.68,4.03
2020,4,1,14,37.25,10.86,0.09,639.27,708.62,99.58,4.09
2020,4,1,15,36.86,10.74,0.14,427.94,520.08,99.52,3.78
2020,4,1,16,35.98,11.23,0.02,239.51,301.25,99.48,3.03
2020,4,1,17,34.29,13.31,0.01,75.34,101.55,99.47,2
2020,4,1,18,33.15,12.7,0.01,5.91,4.25,99.49,0.44
2020,4,1,19,31.17,13,0,0,0,99.53,1.47
2020,4,1,20,28.74,14.34,0,0,0,99.59,3.14
2020,4,1,21,26.81,14.71,0,0,0,99.65,4.13
2020,4,1,22,25.55,15.08,0.24,0,0,99.66,4.25
2020,4,1,23,24.76,15.26,0.03,0,0,99.63,3.83
2020,4,2,0,24.26,15.08,0.04,0,0,99.58,3.26
2020,4,2,1,23.84,14.59,0.01,0,0,99.54,3.17
2020,4,2,2,23.4,13.92,0.01,0,0,99.52,3.87
2020,4,2,3,22.74,13.37,0.05,0,0,99.51,4.91
2020,4,2,4,22.13,12.94,0.13,0,0,99.53,5.79
2020,4,2,5,21.65,12.7,0.13,0,0,99.58,6.32
2020,4,2,6,22.3,12.88,0.08,39.73,36.83,99.65,6.55
2020,4,2,7,25.23,12.51,0.04,207.64,206.95,99.73,5.43
2020,4,2,8,28.66,12.76,0.14,424.41,425.17,99.79,3.83
2020,4,2,9,33.4,11.29,0,626.77,629.38,99.8,4.13
2020,4,2,10,35.51,10.99,0,781.89,786.58,99.78,3.87
2020,4,2,11,36.87,10.93,0,865.33,879.15,99.72,3.62
2020,4,2,12,37.76,10.68,0,866.71,883.1,99.62,3.41
2020,4,2,13,38.18,10.38,0,815.41,821.38,99.51,3.19
2020,4,2,14,38.14,10.19,0,681.21,690.27,99.41,2.95
2020,4,2,15,37.69,10.07,0,476.52,505.65,99.34,2.47
2020,4,2,16,36.82,10.38,0.02,255.16,291.33,99.33,1.79
2020,4,2,17,35.58,11.41,0.05,84.57,98.6,99.35,0.92
2020,4,2,18,32.91,13.98,0.03,6.38,4.33,99.4,1.48
2020,4,2,19,29.81,15.38,0.02,0,0,99.48,3.26
2020,4,2,20,28.12,15.87,0.04,0,0,99.57,4.14
2020,4,2,21,27.11,16.17,0.09,0,0,99.64,4.01
2020,4,2,22,26.29,16.17,0.12,0,0,99.64,3.56
2020,4,2,23,25.55,15.62,0.12,0,0,99.61,3.63
2020,4,3,0,24.89,14.59,0.13,0,0,99.57,4.3
2020,4,3,1,24.23,13.92,0.1,0,0,99.55,5.4
2020,4,3,2,23.55,13.43,0.11,0,0,99.54,6.58
2020,4,3,3,23.13,12.94,0.1,0,0,99.55,7.65
2020,4,3,4,22.84,12.51,0.09,0,0,99.6,8.6
2020,4,3,5,22.41,12.08,0.05,0,0,99.69,9.1
2020,4,3,6,22.08,11.66,0.03,39.41,38.92,99.8,8.81
2020,4,3,7,23.62,11.35,0.7,200.54,212.85,99.89,7.43
2020,4,3,8,26.88,11.35,0.17,432.16,436.6,99.97,6.5
2020,4,3,9,31.49,9.77,0,638.59,637.17,100.01,6.93
2020,4,3,10,34.37,9.03,0,796.05,801.05,100,6.57
2020,4,3,11,35.87,9.09,0,879.28,892.23,99.94,5.78
2020,4,3,12,36.76,9.22,0,770.91,785.83,99.86,5.25
2020,4,3,13,37.18,9.28,0,730.25,737.15,99.77,5.05
2020,4,3,14,37.11,9.22,0,601.63,603.23,99.68,4.92
2020,4,3,15,36.51,9.22,0,437.04,434.67,99.62,4.61
2020,4,3,16,35.46,9.7,0,247.03,242.55,99.6,4.11
2020,4,3,17,32.93,12.94,0,82.05,79.15,99.61,3.47
2020,4,3,18,29.87,14.47,0,6.07,3.77,99.65,3.2
2020,4,3,19,29.04,13.85,0,0,0,99.72,2.9
2020,4,3,20,27.99,13.79,0,0,0,99.82,2.13
2020,4,3,21,26.91,14.04,0,0,0,99.91,1.39
2020,4,3,22,26.33,13.92,0,0,0,99.96,1.76
2020,4,3,23,25.61,13.92,0,0,0,99.95,2.59
2020,4,4,0,24.66,13.61,0,0,0,99.92,3.45
2020,4,4,1,23.86,12.57,0,0,0,99.88,4.23
2020,4,4,2,23.04,11.47,0,0,0,99.84,4.9
2020,4,4,3,22.04,10.62,0,0,0,99.83,5.37
2020,4,4,4,21.23,10.07,0,0,0,99.85,5.79
2020,4,4,5,20.07,9.64,0,0,0,99.9,6.09
2020,4,4,6,20.65,9.46,0,41.63,39.6,99.98,6.03
2020,4,4,7,23.5,8.42,0,211.87,213.1,100.07,4.7
2020,4,4,8,26.63,8.91,0,434.04,439.23,100.13,3.16
2020,4,4,9,31.43,7.75,0,629.98,648.6,100.15,2.52
2020,4,4,10,33.98,7.45,0,783.2,809.5,100.14,2.17
2020,4,4,11,34.91,7.81,0,864.18,900.4,100.11,2.22
2020,4,4,12,35.67,8.12,0,802.19,866.83,100.02,2.44
2020,4,4,13,36.21,8.36,0,686.87,796.45,99.91,2.6
2020,4,4,14,36.4,8.54,0,627.2,660.17,99.81,2.55
2020,4,4,15,36.01,8.67,0.01,498.49,494.92,99.74,2.22
2020,4,4,16,35.15,9.16,0.02,293.76,287.23,99.72,1.51
2020,4,4,17,33.65,10.74,0.03,97.28,92.58,99.73,0.78
2020,4,4,18,30.79,13.55,0.03,6.71,4.42,99.76,1.98
2020,4,4,19,28.77,13.67,0.01,0,0,99.82,3.45
2020,4,4,20,27.28,13.73,0,0,0,99.89,4.66
2020,4,4,21,26.31,14.04,0,0,0,99.96,5.22
2020,4,4,22,25.62,14.83,0.04,0,0,99.98,5.2
2020,4,4,23,25.03,15.62,0.2,0,0,99.97,4.65
2020,4,5,0,24.55,15.99,0.27,0,0,99.95,3.57
2020,4,5,1,24.34,15.75,0.23,0,0,99.9,2.58
2020,4,5,2,23.76,15.14,0.04,0,0,99.85,2.86
2020,4,5,3,22.79,14.28,0.04,0,0,99.84,3.97
2020,4,5,4,22,13.37,0,0,0,99.85,4.85
2020,4,5,5,21.33,12.51,0,0,0,99.92,5.4
2020,4,5,6,21.78,12.02,0,35.84,40.75,100.01,5.64
2020,4,5,7,24.08,10.44,0,187.09,212.98,100.12,4.76
2020,4,5,8,27.3,10.13,0,409.52,432.23,100.19,3.17
2020,4,5,9,32.08,9.03,0,609.86,636.17,100.21,1.71
2020,4,5,10,34.05,8.79,0,697.96,792.88,100.19,1.38
2020,4,5,11,35.28,8.79,0,817.3,884.3,100.13,1.76
2020,4,5,12,36.01,8.73,0,770.82,789.1,100.01,2.21
2020,4,5,13,36.45,8.42,0,729.88,738.17,99.9,2.64
2020,4,5,14,36.48,8.06,0,608.93,609.9,99.82,3.03
2020,4,5,15,36.05,7.75,0,453.77,449.12,99.76,3.23
2020,4,5,16,35.04,7.93,0,279.05,271.48,99.74,3.1
2020,4,5,17,32.83,10.86,0,101.69,96.55,99.75,2.61
2020,4,5,18,30.38,11.41,0,6.98,4.5,99.79,1.96
2020,4,5,19,29.3,10.44,0,0,0,99.85,1.61
2020,4,5,20,28.09,10.07,0,0,0,99.95,1.64
2020,4,5,21,26.94,9.64,0,0,0,100.01,1.83
2020,4,5,22,25.86,9.52,0,0,0,100.02,2.11
2020,4,5,23,24.31,9.7,0,0,0,99.99,2.69
2020,4,6,0,22.43,10.07,0,0,0,99.96,3.6
2020,4,6,1,20.8,9.89,0,0,0,99.92,4.49
2020,4,6,2,19.76,9.46,0,0,0,99.86,5.26
2020,4,6,3,19.02,8.97,0,0,0,99.84,6.1
2020,4,6,4,18.48,8.42,0,0,0,99.86,7
2020,4,6,5,18.11,8,0,0,0,99.94,7.58
2020,4,6,6,19.26,7.93,0,51.8,52.52,100.03,7.73
2020,4,6,7,23.4,7.2,0,261.6,257.83,100.12,6.2
2020,4,6,8,26.93,7.51,0,496.95,493.35,100.18,4.16
2020,4,6,9,31.87,6.71,0,703.6,704.25,100.17,4
2020,4,6,10,34.36,6.16,0,857.93,863.88,100.14,3.99
2020,4,6,11,35.61,6.41,0,941.31,954.6,100.06,3.88
2020,4,6,12,36.53,6.71,0,881.69,900.62,99.94,3.77
2020,4,6,13,37.06,6.96,0,832.05,840.38,99.81,3.74
2020,4,6,14,37.23,7.2,0,711.54,712.65,99.69,3.79
2020,4,6,15,36.94,7.45,0,530.91,526,99.61,3.88
2020,4,6,16,36.06,8.06,0,316.54,309.25,99.58,3.79
2020,4,6,17,33.77,11.66,0,119.72,114.65,99.57,3.1
2020,4,6,18,31.54,11.72,0,7.83,5.33,99.6,1.92
2020,4,6,19,30.81,10.31,0,0,0,99.66,1.31
2020,4,6,20,29.34,10.56,0,0,0,99.73,1.36
2020,4,6,21,27.84,10.93,0,0,0,99.79,1.87
2020,4,6,22,26.22,11.23,0,0,0,99.8,2.61
2020,4,6,23,24.7,11.29,0,0,0,99.78,3.34
2020,4,7,0,23.44,11.17,0,0,0,99.74,3.86
2020,4,7,1,22.4,10.86,0,0,0,99.68,4.24
2020,4,7,2,21.39,10.5,0,0,0,99.63,4.7
2020,4,7,3,20.5,10.13,0,0,0,99.61,5.16
2020,4,7,4,19.75,9.83,0,0,0,99.63,5.66
2020,4,7,5,19.14,9.52,0,0,0,99.69,6.23
2020,4,7,6,20.21,9.46,0,57.27,56.45,99.78,6.76
2020,4,7,7,23.83,8.79,0,266.65,264.4,99.88,5.77
2020,4,7,8,27.48,9.03,0,496.64,496.88,99.94,4.37
2020,4,7,9,32.87,7.51,0,699.7,703.1,99.96,4.26
2020,4,7,10,35.49,7.32,0,855.44,860.9,99.92,3.56
2020,4,7,11,36.98,7.39,0,934.02,947.9,99.83,3.2
2020,4,7,12,37.82,7.45,0,901.58,920.98,99.71,3.22
2020,4,7,13,38.26,7.51,0,847.16,855.38,99.58,3.41
2020,4,7,14,38.3,7.57,0,716.2,719.85,99.49,3.56
2020,4,7,15,37.78,7.63,0,523.59,527.88,99.42,3.28
2020,4,7,16,36.87,8.06,0,318.62,314.15,99.4,2.4
2020,4,7,17,35.21,10.68,0,109.17,105.05,99.42,0.77
2020,4,7,18,32.13,11.84,0,7.74,5.02,99.47,1.87
2020,4,7,19,28.68,12.27,0,0,0,99.55,4.48
2020,4,7,20,26.73,12.39,0,0,0,99.64,6.39
2020,4,7,21,25.69,13.18,0,0,0,99.71,7.13
2020,4,7,22,25.03,14.16,0,0,0,99.73,7.06
2020,4,7,23,24.57,14.59,0,0,0,99.71,6.6
2020,4,8,0,24.22,14.4,0,0,0,99.67,6.04
2020,4,8,1,23.87,13.98,0.01,0,0,99.6,5.66
2020,4,8,2,23.57,13.49,0,0,0,99.55,5.97
2020,4,8,3,23.51,13.18,0.01,0,0,99.55,6.35
2020,4,8,4,23.31,13,0,0,0,99.59,6.63
2020,4,8,5,22.94,12.88,0,0,0,99.66,6.74
2020,4,8,6,23.45,12.82,0,29.55,42.95,99.74,6.61
2020,4,8,7,26,12.39,0.01,162.89,206,99.84,5.22
2020,4,8,8,29.54,12.02,0.02,322.95,414.92,99.91,4.59
2020,4,8,9,33.76,10.25,0.02,500.72,613.1,99.95,4.88
2020,4,8,10,35.75,9.77,0.09,607.56,761.65,99.93,4.31
2020,4,8,11,36.92,9.83,0.1,621.43,856.05,99.88,3.82
2020,4,8,12,37.75,9.89,0.12,723.8,886.8,99.79,3.6
2020,4,8,13,38.12,9.89,0.09,740.97,834.2,99.67,3.55
2020,4,8,14,38.09,9.77,0.01,623.14,707.23,99.56,3.51
2020,4,8,15,37.57,9.7,0.07,486.59,521.55,99.5,3.37
2020,4,8,16,36.44,10.19,0.34,294.74,304,99.48,3.01
2020,4,8,17,34.53,12.39,0.18,97.84,105.67,99.5,2.42
2020,4,8,18,32.12,14.95,0.05,6.41,5.15,99.57,1.95
2020,4,8,19,30.13,14.83,0.08,0,0,99.64,2.91
2020,4,8,20,28.12,15.08,0.07,0,0,99.72,4.57
2020,4,8,21,27.14,14.77,0.04,0,0,99.79,5.67
2020,4,8,22,26.3,14.65,0.06,0,0,99.82,5.98
